Time, L Pixel X  , L Pixel Y  , L Pixel Z, L hit point in Z , R Pixel X  , R Pixel Y  , R Pixel Z, R hit point in Z , C Pixel X  , C Pixel Y  , C Pixel Z, C hit point in Z , L Origin X  , L Origin Y  , L Origin Z, R Origin X  , R Origin Y  , R Origin Z
637407836432567150, 716.0942 , 786.5336 , 3.944728,4.360235, 691.9867 , 780.4473 , 3.839022,4.268373, 710.3145 , 785.0718 , 3.918889,4.337021, 0.03353781 , -0.001146378 , -0.03160054,-0.02651422 , -6.806946E-05 , -0.0271093
637407836432586699, 717.7471 , 786.1974 , 3.966132,4.358871, 691.9708 , 780.93 , 3.873894,4.278828, 703.2513 , 783.243 , 3.913924,4.312406, 0.03354537 , -0.001029434 , -0.0319841,-0.02651422 , -6.806946E-05 , -0.0271093
637407836432730525, 718.3154 , 787.1806 , 4.009121,4.377914, 692.2897 , 780.499 , 3.892756,4.276186, 694.5665 , 781.0838 , 3.902704,4.284496, 0.03354883 , -0.001025467 , -0.03202146,-0.02651172 , -6.806946E-05 , -0.0271093
637407836432809896, 718.5905 , 786.6637 , 4.027938,4.373883, 691.3918 , 781.3352 , 3.934029,4.292378, 691.9982 , 781.4489 , 3.935996,4.293975, 0.03355086 , -0.001025269 , -0.03202496,-0.02650581 , -7.705689E-05 , -0.02710217
637407836432958686, 717.2304 , 786.0429 , 4.044509,4.369269, 692.0239 , 781.4066 , 3.962528,4.298322, 692.2922 , 781.4506 , 3.963295,4.298936, 0.03355354 , -0.001019898 , -0.0320273,-0.02649146 , -0.0001060944 , -0.02700371
637407836433028127, 717.2129 , 785.1635 , 4.059062,4.362267, 691.7281 , 780.8612 , 3.982732,4.296508, 692.1782 , 780.9313 , 3.98396,4.297485, 0.03355413 , -0.001014999 , -0.03204351,-0.02648938 , -0.0001111755 , -0.02697568
637407836433176934, 716.223 , 785.5513 , 4.095385,4.374718, 690.9811 , 780.0038 , 3.997744,4.290267, 695.1627 , 780.931 , 4.013764,4.303503, 0.03355737 , -0.001013733 , -0.03206668,-0.02648938 , -0.0001111755 , -0.02697568
637407836433251338, 716.2231 , 785.5508 , 4.123998,4.380294, 690.981 , 780.0027 , 4.025915,4.295459, 695.1627 , 780.9304 , 4.042015,4.308755, 0.03355737 , -0.001013733 , -0.03206668,-0.02648938 , -0.0001111755 , -0.02697568
637407836433395177, 716.7477 , 785.1458 , 4.147419,4.381349, 690.9742 , 780.5989 , 4.065928,4.311302, 711.3734 , 784.1932 , 4.130102,4.365685, 0.03356203 , -0.001013733 , -0.03207916,-0.02648352 , -0.0001245422 , -0.02694718
637407836433474526, 716.7043 , 784.4824 , 4.168281,4.379705, 690.9675 , 781.2826 , 4.109561,4.33001, 710.7351 , 783.7446 , 4.154596,4.367304, 0.03356205 , -0.001013733 , -0.03207916,-0.02648352 , -0.0001307831 , -0.02694695
637407836433618362, 716.7215 , 784.4916 , 4.195999,4.384745, 688.0546 , 780.5483 , 4.124493,4.324469, 710.1065 , 783.5801 , 4.179263,4.369628, 0.03356205 , -0.001013733 , -0.03207916,-0.02650652 , -0.0002154083 , -0.02674187
637407836433697736, 716.7299 , 784.2501 , 4.220757,4.386841, 687.751 , 777.65 , 4.105317,4.28749, 712.1219 , 783.2031 , 4.202044,4.369929, 0.03356205 , -0.001014771 , -0.03207916,-0.02651227 , -0.0002042694 , -0.02676871
637407836433841572, 716.8074 , 784.0426 , 4.245898,4.389433, 689.6152 , 780.6989 , 4.185894,4.338791, 714.6548 , 783.7731 , 4.241005,4.384932, 0.03356205 , -0.001014771 , -0.03207916,-0.02650643 , -0.0002494507 , -0.02669211
637407836433915965, 715.998 , 783.8178 , 4.272052,4.392944, 689.6551 , 782.7651 , 4.252121,4.377995, 714.6804 , 783.765 , 4.271049,4.391966, 0.03356205 , -0.001017365 , -0.03207916,-0.0265006 , -0.0002623902 , -0.02670732
637407836434059804, 713.593 , 781.1859 , 4.259527,4.361699, 688.2248 , 774.4661 , 4.146194,4.263968, 711.1799 , 780.5447 , 4.248464,4.351756, 0.03355359 , -0.001034851 , -0.03187224,-0.02652643 , -0.0002366486 , -0.02656328
637407836434139178, 714.6603 , 780.2291 , 4.277965,4.358225, 686.7198 , 775.5079 , 4.198339,4.290706, 709.1442 , 779.2903 , 4.261899,4.343737, 0.03355145 , -0.001073761 , -0.03174544,-0.02652422 , -0.0002746277 , -0.02641428
637407836434283014, 709.0254 , 780.7581 , 4.33088,4.385525, 684.3795 , 774.2081 , 4.220321,4.29114, 698.5612 , 777.9829 , 4.283372,4.343905, 0.0335689 , -0.00108934 , -0.03170677,-0.02651202 , -0.0002806092 , -0.02635246
637407836434362374, 711.5465 , 777.2303 , 4.326457,4.361538, 685.8307 , 768.5097 , 4.182553,4.237075, 696.3918 , 772.0962 , 4.240623,4.286105, 0.0335826 , -0.001095169 , -0.03166992,-0.02650456 , -0.000285202 , -0.02630762
637407836434511167, 714.4252 , 777.5095 , 4.391399,4.39967, 683.3814 , 772.2975 , 4.304066,4.325831, 696.953 , 774.5721 , 4.341749,4.356036, 0.03358913 , -0.001094879 , -0.03161684,-0.02649367 , -0.0002943573 , -0.02624233
637407836434580606, 707.8288 , 776.3959 , 4.444966,4.42768, 690.0721 , 770.0894 , 4.337594,4.334046, 693.8716 , 771.4381 , 4.360134,4.353299, 0.03356488 , -0.001173676 , -0.03129515,-0.0264966 , -0.0002760468 , -0.0262656
637407836434729415, 707.0191 , 772.2875 , 4.441463,4.404639, 688.4798 , 777.946 , 4.544184,4.499572, 692.8326 , 776.6194 , 4.519726,4.476492, 0.03357402 , -0.00107019 , -0.03161093,-0.02647952 , -0.0003936005 , -0.02609296
637407836434803816, 705.2369 , 770.3541 , 4.481748,4.420753, 688.2347 , 772.4652 , 4.521213,4.45881, 695.2484 , 771.5988 , 4.504943,4.442616, 0.03357855 , -0.001099991 , -0.03156171,-0.02647934 , -0.0003243714 , -0.02621176
637407836434952604, 705.6273 , 767.6175 , 4.513797,4.429608, 687.1506 , 758.5004 , 4.361135,4.296035, 692.3993 , 761.0955 , 4.403555,4.332573, 0.03357518 , -0.001198135 , -0.0313652,-0.02649372 , -0.0002260132 , -0.02653392
637407836435027015, 708.1047 , 767.3466 , 4.604143,4.490479, 687.036 , 758.1593 , 4.447172,4.352644, 696.5305 , 762.3043 , 4.516662,4.412776, 0.03357402 , -0.001203476 , -0.03136937,-0.02650008 , -0.0002265015 , -0.02653577
637407836435175803, 703.0193 , 762.0505 , 4.61621,4.481404, 692.2564 , 758.3889 , 4.553513,4.426521, 701.6863 , 761.5943 , 4.608304,4.474391, 0.03357207 , -0.001044739 , -0.03162476,-0.02644545 , -0.0001011658 , -0.02679859
637407836435250214, 702.0012 , 779.1832 , 5.070683,4.873436, 698.422 , 774.2744 , 4.968875,4.780794, 701.9839 , 779.1576 , 5.070141,4.872936, 0.03356166 , -0.0009510956 , -0.03160684,-0.0263979 , 0.0001618195 , -0.02724104
637407836435394059, 708.3965 , 809.149 , 5.962718,5.679743, 700.8669 , 818.0973 , 6.237136,5.93808, 708.0863 , 809.5103 , 5.973346,5.689704, 0.03347385 , -0.00029422 , -0.0326859,-0.02634874 , 0.0002818451 , -0.02674799
637407836435473414, 705.4496 , 834.6671 , 7.045537,6.683902, 702.5165 , 834.1196 , 7.024907,6.664278, 705.3894 , 834.6582 , 7.045207,6.683597, 0.033355 , -0.0004624329 , -0.03157071,-0.02636276 , 0.0006330109 , -0.02709807
637407836435627171, 708.4755 , 883.2015 , 10.25663,9.776768, 709.4274 , 875.0466 , 9.610472,9.144889, 709.2216 , 876.7986 , 9.742352,9.273694, 0.03327861 , -0.0002664185 , -0.03126305,-0.02636772 , 0.0009131317 , -0.02693266
637407836435696610, 709.2109 , 905.0575 , 13.49754,12.94564, 706.5704 , 903.5059 , 13.27771,12.72793, 706.6837 , 903.5771 , 13.28767,12.73779, 0.03322806 , 0.0001519165 , -0.03191033,-0.02637985 , 0.0009883881 , -0.02679002
637407836435840444, 708.1953 , 911.6202 , 15.87562,15.27758, 717.2927 , 914.9369 , 16.558,15.95913, 716.5663 , 914.6674 , 16.50029,15.90133, 0.03317863 , 0.0002501221 , -0.03190355,-0.02636447 , 0.001268601 , -0.02728955
637407836435914855, 710.2036 , 916.3123 , 18.72893,18.08953, 713.788 , 925.2184 , 21.63195,20.98053, 713.2574 , 923.899 , 21.14589,20.49612, 0.03318024 , 0.0002724304 , -0.03190428,-0.02640611 , 0.001093857 , -0.02677127
637407836436073578, 714.6881 , 900.5855 , 16.55101,15.9065, 715.0955 , 911.8948 , 19.49884,18.83649, 714.8638 , 905.4835 , 17.7094,17.05709, 0.03328707 , 8.390808E-05 , -0.03193933,-0.02649037 , 0.0009208222 , -0.02667899
637407836436138057, 712.1224 , 902.7681 , 18.92273,18.2389, 715.6738 , 900.6364 , 18.30919,17.63169, 714.4761 , 901.3577 , 18.51226,17.83257, 0.03330097 , -1.496887E-05 , -0.03185974,-0.02650144 , 0.0009288025 , -0.02683209
637407836436291815, 713.3885 , 884.8735 , 16.39544,15.70687, 709.1502 , 884.0299 , 16.23127,15.54147, 713.2582 , 884.8475 , 16.39032,15.7017, 0.03334285 , -9.225465E-05 , -0.03188237,-0.02654683 , 0.000966446 , -0.02721707
637407836436361254, 714.2997 , 875.6555 , 16.21992,15.51106, 711.8608 , 881.7561 , 17.64259,16.92185, 714.2474 , 875.7877 , 16.24826,15.53914, 0.03336226 , -0.0001378326 , -0.03181893,-0.02655243 , 0.0009445191 , -0.02719667
637407836436505096, 710.674 , 873.2126 , 17.96352,17.21742, 706.0516 , 870.9645 , 17.42062,16.67559, 710.6653 , 873.204 , 17.96131,17.21521, 0.03336438 , -0.0002117767 , -0.03165589,-0.02656055 , 0.0008899994 , -0.02709996
637407836436584453, 709.1738 , 865.3547 , 18.67991,17.90611, 709.281 , 869.707 , 20.00277,19.22183, 709.1738 , 865.3979 , 18.69218,17.91831, 0.03336519 , -0.000238739 , -0.03161673,-0.02656416 , 0.0008559113 , -0.02701723
637407836436733254, 710.7091 , 854.1003 , 18.39811,17.6051, 711.9979 , 853.3671 , 18.18859,17.39785, 710.7611 , 854.0737 , 18.39038,17.59744, 0.03336694 , -0.0002406159 , -0.03180861,-0.02656604 , 0.0007690736 , -0.02699989
637407836436802685, 708.0139 , 846.7424 , 19.50797,18.68463, 710.158 , 849.4014 , 20.34582,19.51989, 708.1172 , 846.8724 , 19.54729,18.72381, 0.03335288 , -0.0002617035 , -0.03183763,-0.02656194 , 0.0006379395 , -0.02674948
637407836436951486, 709.511 , 829.0587 , 17.77433,16.94019, 704.9222 , 830.4716 , 18.18819,17.34855, 708.4072 , 829.3967 , 17.87164,17.03608, 0.03336093 , -0.0002885742 , -0.03198749,-0.02659006 , 0.0006352997 , -0.02699147
637407836437025887, 706.6487 , 822.1662 , 19.29691,18.42915, 704.8208 , 829.1946 , 21.72146,20.84058, 706.5535 , 822.5541 , 19.41598,18.5475, 0.03335958 , -0.0004244995 , -0.03175957,-0.02657599 , 0.0004221192 , -0.02650731
637407836437174680, 706.6994 , 808.6417 , 19.28149,18.39147, 702.8815 , 809.7612 , 19.67679,18.78247, 706.6908 , 808.6503 , 19.28419,18.39416, 0.03333655 , -0.0006501313 , -0.03136865,-0.02655045 , 0.0002954407 , -0.02629741
637407836437249094, 706.6995 , 808.6417 , 24.53523,23.60021, 702.8815 , 809.7612 , 25.19428,24.2543, 706.6909 , 808.6503 , 24.53968,23.60464, 0.03333655 , -0.0006501313 , -0.03136865,-0.02655045 , 0.0002954407 , -0.02629741
637407836437397884, 716.5507 , 786.7144 , 20.52168,19.59035, 707.2783 , 790.1532 , 21.94487,20.99786, 709.0783 , 789.4915 , 21.65507,20.71077, 0.03339203 , -0.0001905975 , -0.03323433,-0.02651048 , 0.0001149445 , -0.02616515
637407836437472299, 703.4575 , 770.2977 , 19.0513,18.09472, 705.0195 , 783.1419 , 23.68069,22.70327, 704.4422 , 778.3591 , 21.70361,20.73382, 0.0333371 , -0.0007547608 , -0.03182568,-0.02649895 , -5.871582E-05 , -0.02604117
637407836437626045, 706.4983 , 757.3322 , 18.02589,17.05588, 713.7145 , 762.2933 , 19.27593,18.30397, 709.8577 , 759.6451 , 18.58649,17.61508, 0.03334824 , -0.001061997 , -0.03171423,-0.02639856 , 7.08313E-05 , -0.02732083
637407836437695492, 703.0768 , 753.6536 , 19.30546,18.30409, 710.0744 , 749.6896 , 18.10571,17.11561, 706.8434 , 751.5214 , 18.64005,17.64448, 0.03334619 , -0.001358826 , -0.03123541,-0.02640694 , -6.63147E-05 , -0.02717188
637407836437839323, 704.3512 , 749.3998 , 20.16556,19.13815, 705.3402 , 745.2755 , 18.91325,17.89343, 704.7178 , 747.8633 , 19.67899,18.65441, 0.03342011 , -0.001096024 , -0.03196582,-0.02637129 , -3.913879E-05 , -0.02714943
637407836437918683, 691.9358 , 765.9677 , 31.54746,30.45772, 710.5806 , 771.455 , 35.61651,34.53032, 692.8209 , 766.2316 , 31.72133,30.63092, 0.03342649 , -0.001022247 , -0.03179695,-0.02627886 , 1.373291E-05 , -0.02712656
637407836438062522, 688.9305 , 783.9033 , 75.74773,74.60115, 710.4781 , 796.5441 , 52.59305,51.43597, 689.2606 , 784.103 , 76.64513,75.49778, 0.03346422 , -0.0008280487 , -0.03221222,-0.02614411 , 0.0001798248 , -0.02737421
637407836438141885, 686.8099 , 781.5817 , 76.1,74.93211, 698.8188 , 791.2811 , 145.5822,144.3902, 686.9572 , 781.7028 , 76.1,74.93142, 0.03347766 , -0.001077515 , -0.03172682,-0.02612728 , 0.0001320343 , -0.02738071
637407836438295649, 688.3498 , 777.8508 , 74.36329,73.17686, 699.8161 , 769.0319 , 46.67169,45.49418, 692.9031 , 774.3439 , 60.10474,58.91829, 0.03352705 , -0.001299423 , -0.03157645,-0.02618018 , 0.0001036377 , -0.02776849
637407836438360139, 696.8951 , 769.7592 , 50.22339,49.02025, 702.2076 , 765.155 , 41.68365,40.48981, 702.0008 , 765.3369 , 41.9639,40.76963, 0.03355318 , -0.00114006 , -0.03209747,-0.02620595 , 3.007507E-05 , -0.02760773
637407836438508935, 696.8916 , 761.7846 , 39.48159,38.26778, 698.956 , 760.4803 , 37.74395,36.53219, 698.9473 , 760.489 , 37.75462,36.54284, 0.03358454 , -0.001040955 , -0.03255272,-0.02622104 , -8.073426E-05 , -0.02735103
637407836438578362, 695.651 , 757.3257 , 34.93501,33.70767, 698.6743 , 761.5051 , 39.47267,38.23691, 698.6656 , 761.4878 , 39.45113,38.21539, 0.033584 , -0.001038025 , -0.03260483,-0.02624619 , -0.0001382599 , -0.02721346
637407836438737088, 699.2741 , 751.6227 , 29.99001,28.74949, 698.6499 , 749.7684 , 28.73148,27.49437, 698.6499 , 749.7684 , 28.73148,27.49437, 0.03358444 , -0.001048508 , -0.03257772,-0.02627501 , -0.0001451111 , -0.02723087
637407836438801564, 699.3748 , 747.2531 , 26.94506,25.69072, 704.3458 , 748.0104 , 27.23799,25.98206, 704.3372 , 748.0104 , 27.23825,25.98232, 0.03357458 , -0.00111676 , -0.0323783,-0.02628417 , -2.339173E-05 , -0.02761382
637407836438965252, 698.5515 , 742.3952 , 24.07659,22.80794, 702.0624 , 743.2376 , 24.38268,23.11171, 702.0366 , 743.2376 , 24.38327,23.11232, 0.03356879 , -0.001160431 , -0.03221289,-0.02634255 , 1.226807E-05 , -0.02768259
637407836439049563, 699.2939 , 746.6321 , 25.34514,24.04664, 705.7009 , 746.7123 , 25.22831,23.9288, 704.2972 , 746.6895 , 25.25121,23.95168, 0.03355695 , -0.001239548 , -0.03195435,-0.02632819 , -0.000202713 , -0.02714041
637407836439213253, 696.9457 , 744.1838 , 23.44162,22.12703, 703.603 , 744.4363 , 23.41349,22.09624, 702.6748 , 744.4056 , 23.41933,22.10225, 0.03354668 , -0.001305557 , -0.03175362,-0.02634837 , -0.0002976074 , -0.026896
637407836439297561, 696.6187 , 744.7169 , 22.71069,21.375, 702.862 , 745.519 , 22.91813,21.57852, 702.2373 , 745.4374 , 22.89663,21.5573, 0.03354546 , -0.001309982 , -0.0317549,-0.0263579 , -0.0003053131 , -0.02687427
637407836439441411, 696.4847 , 744.0759 , 21.45054,20.09877, 696.7156 , 748.1497 , 22.99455,21.63565, 696.4847 , 744.0759 , 21.45054,20.09877, 0.0335503 , -0.001266983 , -0.03187758,-0.02642351 , -0.0006830139 , -0.02570621
637407836439520763, 698.1893 , 747.8771 , 21.51916,20.14362, 699.0081 , 754.1343 , 24.00216,22.61537, 698.1893 , 747.8771 , 21.51915,20.14362, 0.03354216 , -0.001307114 , -0.03173035,-0.02643808 , -0.0006174775 , -0.02588223
637407836439679489, 697.1769 , 746.7346 , 19.60119,18.21438, 703.1635 , 743.0847 , 18.53717,17.15426, 697.1769 , 746.7346 , 19.60119,18.21438, 0.03354179 , -0.001262375 , -0.03180916,-0.02640643 , -0.0002156067 , -0.02708551
637407836439743965, 695.8719 , 754.5383 , 20.48985,19.07661, 691.9739 , 757.4901 , 21.5344,20.11953, 695.8718 , 754.5383 , 20.48986,19.07661, 0.03353791 , -0.001370133 , -0.03146771,-0.02645224 , -0.0007637482 , -0.02543953
637407836439887815, 696.3275 , 757.4159 , 19.49142,18.06122, 698.2745 , 761.095 , 20.58971,19.15197, 696.3275 , 757.4159 , 19.49142,18.06122, 0.03352063 , -0.001372894 , -0.03133908,-0.02644202 , -0.0006179505 , -0.02568459
637407836439967161, 692.1404 , 765.1009 , 19.68687,18.23675, 696.5471 , 762.2265 , 18.84443,17.39574, 692.1405 , 765.1008 , 19.68686,18.23675, 0.03352004 , -0.001440598 , -0.03115804,-0.02643294 , -0.0006202393 , -0.02568546
637407836440111001, 692.5878 , 773.3127 , 19.5477,18.07561, 697.2425 , 770.2365 , 18.66775,17.19738, 694.2207 , 772.2361 , 19.22969,17.75803, 0.03351824 , -0.001528702 , -0.03085234,-0.02642223 , -0.0005644837 , -0.0257663
637407836440185404, 692.7081 , 773.062 , 17.09409,15.61564, 699.74 , 779.6796 , 18.62077,17.12653, 696.622 , 776.7427 , 17.90779,16.42033, 0.03351407 , -0.001545258 , -0.03077907,-0.02641928 , -0.0005953065 , -0.02569986
637407836440334211, 693.3951 , 779.7591 , 16.152,14.65845, 706.4157 , 768.7374 , 14.28067,12.80155, 693.4042 , 779.7595 , 16.15205,14.65849, 0.03350617 , -0.00153801 , -0.0306919,-0.02640823 , 5.700684E-05 , -0.02751953
637407836440408612, 696.7545 , 781.4088 , 14.51355,13.01183, 707.0289 , 783.2742 , 14.77643,13.26879, 696.7543 , 781.4088 , 14.51356,13.01183, 0.0335221 , -0.001391266 , -0.03104071,-0.02638603 , -0.0001801911 , -0.02677335
637407836440562375, 700.054 , 791.8602 , 14.45798,12.93295, 704.7614 , 790.0214 , 14.18268,12.65987, 700.0539 , 791.8602 , 14.45798,12.93295, 0.03353952 , -0.001029099 , -0.03163492,-0.02636498 , 4.472351E-05 , -0.02707753
637407836440631802, 701.2327 , 798.0455 , 13.72336,12.18471, 703.7313 , 795.1454 , 13.34876,11.81477, 701.2327 , 798.0455 , 13.72336,12.18471, 0.03354707 , -0.0008373261 , -0.03192734,-0.02634604 , 0.0001089478 , -0.02713706
637407836440780609, 706.6128 , 811.3351 , 14.0312,12.46526, 698.4785 , 816.0407 , 14.72795,13.15518, 706.5264 , 811.3783 , 14.03728,12.47125, 0.03355474 , -0.0005272827 , -0.03257425,-0.02631932 , 2.891541E-05 , -0.02645835
637407836440855004, 701.8178 , 824.0764 , 14.28474,12.69348, 695.9446 , 825.0947 , 14.43906,12.84776, 697.7077 , 824.7897 , 14.39246,12.80103, 0.0335511 , -0.0005762635 , -0.0321655,-0.02632129 , 0.0001323547 , -0.02658872
637407836441023654, 704.8382 , 834.0549 , 14.15184,12.53966, 696.7537 , 837.6785 , 14.68899,13.07192, 696.7537 , 837.6785 , 14.68899,13.07192, 0.03358347 , -8.686829E-05 , -0.0331613,-0.02628507 , 0.0003095551 , -0.02672168
637407836441078201, 704.8383 , 834.0548 , 12.78738,11.1722, 696.7537 , 837.6783 , 13.213,11.59246, 696.7537 , 837.6783 , 13.213,11.59246, 0.03358347 , -8.686829E-05 , -0.0331613,-0.02628507 , 0.0003095551 , -0.02672168
637407836441222043, 696.6928 , 856.1508 , 14.10627,12.45062, 696.7727 , 853.8249 , 13.79447,12.14287, 696.7727 , 853.8249 , 13.79447,12.14287, 0.03352611 , -0.000391098 , -0.03182675,-0.02624161 , 0.0003454285 , -0.02642014
637407836441301406, 698.2084 , 865.5311 , 13.78952,12.11523, 682.4717 , 858.485 , 12.95393,11.29807, 682.4717 , 858.485 , 12.95393,11.29807, 0.03353181 , -0.0003236695 , -0.03185294,-0.02628879 , 0.0003248749 , -0.0260719
637407836441445259, 690.0072 , 882.5596 , 14.49427,12.79062, 691.8365 , 878.5834 , 13.94444,12.24701, 691.8365 , 878.5834 , 13.94444,12.24701, 0.03355356 , -0.000176651 , -0.0320464,-0.02616792 , 0.0005393524 , -0.02655443
637407836441519640, 694.6973 , 884.2394 , 13.10741,11.39876, 695.3815 , 896.8434 , 14.74314,13.01267, 695.3815 , 896.8434 , 14.74314,13.01267, 0.03358324 , -6.536866E-05 , -0.03213732,-0.02613478 , 0.0004320679 , -0.02612917
637407836441663487, 687.8361 , 893.0984 , 12.71576,10.99218, 695.6869 , 908.6863 , 14.62195,12.87057, 695.6869 , 908.6863 , 14.62195,12.87057, 0.03360005 , -9.954834E-05 , -0.0319781,-0.02607629 , 0.0004659729 , -0.02610985
637407836441742839, 687.8892 , 904.4181 , 12.56208,10.81865, 693.3606 , 911.1559 , 13.28051,11.525, 693.3606 , 911.1559 , 13.28051,11.525, 0.03361557 , -3.860474E-05 , -0.03202832,-0.02605843 , 0.0006037598 , -0.02628688
637407836441891646, 699.7022 , 887.9033 , 10.18472,8.469739, 700.1907 , 894.3286 , 10.60847,8.882545, 699.9984 , 891.807 , 10.43751,8.715864, 0.03352599 , -0.000254303 , -0.03202119,-0.0260744 , 0.0005062561 , -0.02671832
637407836441966041, 703.9028 , 854.8159 , 7.998569,6.343006, 698.1454 , 860.697 , 8.223221,6.556046, 703.8421 , 854.8683 , 8.00052,6.344854, 0.03346135 , -0.0004686432 , -0.03185875,-0.02608821 , 0.0003265686 , -0.02664237
637407836442114848, 717.7579 , 820.6345 , 6.649479,5.060596, 704.9041 , 816.1219 , 6.558784,4.973336, 716.0629 , 820.041 , 6.637367,5.048776, 0.03333388 , -0.001021134 , -0.0313884,-0.02604245 , -0.0001220856 , -0.02648734
637407836442189240, 713.8901 , 785.868 , 5.757618,4.23039, 706.5769 , 797.6612 , 5.961431,4.410309, 711.1031 , 790.3543 , 5.833158,4.296765, 0.03329235 , -0.0006130371 , -0.03281055,-0.02607384 , -0.0001549683 , -0.02678297
637407836442343004, 719.8876 , 780.3455 , 5.501154,3.987108, 710.5526 , 782.0887 , 5.533263,4.012336, 716.4007 , 780.9989 , 5.513134,3.996393, 0.03318211 , -0.001044144 , -0.03186806,-0.02617397 , -0.0003414917 , -0.02659816
637407836442407497, 731.1296 , 754.8788 , 5.036745,3.57385, 715.9654 , 767.6974 , 5.199444,3.705719, 724.6973 , 760.3151 , 5.104243,3.628014, 0.03310883 , -0.001106201 , -0.03201551,-0.02622286 , -0.0005820618 , -0.02627649
637407836442561238, 738.5655 , 740.2537 , 4.775467,3.342663, 727.9569 , 721.0407 , 4.600457,3.197362, 734.7153 , 733.2776 , 4.709939,3.287701, 0.03301875 , -0.001334747 , -0.03150435,-0.02633039 , -0.0001116638 , -0.02753769
637407836442630696, 741.3126 , 737.583 , 4.67442,3.244538, 724.6876 , 723.059 , 4.553956,3.14166, 732.0492 , 729.4947 , 4.606292,3.185768, 0.03305806 , -0.00122432 , -0.03167877,-0.02637895 , -0.0002792969 , -0.02686911
637407836442794370, 736.9855 , 745.9604 , 4.694478,3.240707, 718.0335 , 745.433 , 4.702343,3.239174, 732.8845 , 745.8469 , 4.696185,3.240064, 0.03316486 , -0.0009819794 , -0.03184772,-0.02642119 , -0.0001941834 , -0.02650557
637407836442853881, 733.8074 , 761.6401 , 4.824843,3.326482, 726.1556 , 762.6678 , 4.840577,3.335606, 731.9606 , 761.8941 , 4.828691,3.328665, 0.03318349 , -0.0008835602 , -0.03177718,-0.02637839 , 3.884888E-05 , -0.02679553
637407836443002691, 734.7917 , 768.842 , 4.893446,3.364629, 718.3964 , 778.153 , 5.003015,3.447005, 734.7227 , 768.8856 , 4.89394,3.364992, 0.03324731 , -0.0006387635 , -0.03169563,-0.02634354 , 0.0001472931 , -0.02643668
637407836443077091, 734.7919 , 768.842 , 4.905572,3.355791, 718.3967 , 778.1522 , 5.014784,3.437663, 734.7227 , 768.8853 , 4.906062,3.356151, 0.03324731 , -0.0006387635 , -0.03169563,-0.02634354 , 0.0001472931 , -0.02643668
637407836443230841, 733.4731 , 779.9046 , 5.052542,3.457168, 717.1898 , 791.1159 , 5.190176,3.563928, 733.3868 , 779.9653 , 5.053261,3.457712, 0.03329569 , -0.0005683441 , -0.03177832,-0.02632225 , 0.000263504 , -0.02649787
637407836443300282, 728.9436 , 783.3214 , 5.110034,3.483453, 715.3333 , 781.8951 , 5.105225,3.472985, 728.8918 , 783.3218 , 5.11008,3.483459, 0.03331636 , -0.0006044006 , -0.03174579,-0.02632004 , 0.0004499054 , -0.026981
637407836443454040, 733.9817 , 798.1818 , 5.288977,3.617791, 702.5772 , 788.0879 , 5.19816,3.526936, 733.9307 , 798.1631 , 5.288797,3.617622, 0.03339752 , -0.0007454682 , -0.03176105,-0.02631394 , 0.0002691498 , -0.02670177
637407836443518525, 730.9279 , 800.737 , 5.323225,3.62556, 703.5123 , 784.3985 , 5.159175,3.475519, 730.8848 , 800.7114 , 5.322957,3.625303, 0.03337158 , -0.0008946076 , -0.03169215,-0.02631552 , 0.0002806702 , -0.02700581
637407836443667326, 745.391 , 774.3967 , 5.018124,3.361007, 720.183 , 786.0952 , 5.160186,3.463525, 745.3314 , 774.4217 , 5.018422,3.361218, 0.03315724 , -0.0009144287 , -0.03213318,-0.02640178 , -0.0002799378 , -0.02619429
637407836443741727, 774.6511 , 744.1331 , 4.711458,3.118458, 738.5675 , 736.2543 , 4.669536,3.058922, 774.5727 , 744.1164 , 2.773674,0.5787485, 0.03286003 , -0.001271927 , -0.03175009,-0.02646126 , -0.0003093872 , -0.02665819
637407836443890523, 813.131 , 693.2968 , 2.715899,0.5242893, 763.6014 , 683.1053 , 2.762857,0.5888695, 813.0316 , 693.2814 , 4.300409,2.823674, 0.03256825 , -0.00150557 , -0.03191306,-0.02651767 , -0.0005957642 , -0.02669621
637407836443964926, 810.5716 , 687.5713 , 2.722816,0.5085919, 762.6475 , 680.9731 , 2.766657,0.5667292, 810.4352 , 687.5496 , 4.265153,2.778302, 0.03258658 , -0.001446045 , -0.03204067,-0.02658306 , -0.0005888825 , -0.02670743
637407836444128608, 817.7501 , 706.8041 , 2.76029,0.5181736, 752.032 , 691.9904 , 4.332537,2.76283, 816.884 , 706.6102 , 4.390562,2.86259, 0.03269926 , -0.001547119 , -0.03166478,-0.0266776 , -0.0005143738 , -0.02683568
637407836444183160, 806.8186 , 709.5411 , 2.783553,0.5163357, 747.7756 , 700.3177 , 4.395907,2.790266, 774.1948 , 704.4454 , 2.780983,0.5087674, 0.03269272 , -0.001421722 , -0.03194186,-0.02668611 , -0.0004532166 , -0.02695365
637407836444336921, 800.3448 , 713.6666 , 2.801686,0.5069127, 748.0099 , 705.7752 , 4.439428,2.805969, 796.048 , 713.0154 , 2.802764,0.5078507, 0.03274687 , -0.001411148 , -0.03178897,-0.02668221 , -0.0003384552 , -0.02713278
