Time, L Pixel X  , L Pixel Y  , L Pixel Z, L hit point in Z , R Pixel X  , R Pixel Y  , R Pixel Z, R hit point in Z , C Pixel X  , C Pixel Y  , C Pixel Z, C hit point in Z , L Origin X  , L Origin Y  , L Origin Z, R Origin X  , R Origin Y  , R Origin Z
637407830638969081, 719.4744 , 869.5691 , 46,46.45175, 684.7623 , 868.0041 , 46,46.40255, 699.0775 , 868.6545 , 46,46.40174, 0.03174973 , -0.000113617 , -0.02789337,-0.02759166 , -0.0009615937 , -0.02538712
637407830639013728, 719.4743 , 869.5691 , 46,46.46476, 684.7623 , 868.0041 , 46,46.41718, 699.0775 , 868.6547 , 46,46.41569, 0.03174973 , -0.000113617 , -0.02789337,-0.02759166 , -0.0009615937 , -0.02538712
637407830639083158, 717.0358 , 868.1008 , 46,46.47937, 683.8372 , 869.1271 , 46,46.42286, 692.8289 , 868.8491 , 46,46.42249, 0.03175832 , -6.637574E-05 , -0.02798433,-0.02758823 , -0.0009457093 , -0.02536337
637407830639187332, 722.1306 , 870.785 , 46,46.48663, 685.7853 , 870.8956 , 46,46.41712, 688.3569 , 870.8929 , 46,46.41575, 0.03175449 , -5.519104E-05 , -0.02796459,-0.0275847 , -0.0009182587 , -0.02529173
637407830639306371, 720.2 , 870.7957 , 46,46.48668, 684.0057 , 872.9252 , 46,46.41314, 686.3284 , 872.7906 , 46,46.41217, 0.03175453 , -3.93219E-05 , -0.02797948,-0.02758199 , -0.000917038 , -0.02526114
637407830639410517, 719.182 , 874.3358 , 46,46.46118, 687.0708 , 869.2686 , 46,46.4511, 690.76 , 869.8464 , 46,46.44457, 0.03175252 , -2.658081E-05 , -0.02798689,-0.02758791 , -0.0009385986 , -0.02517091
637407830639524611, 718.5843 , 874.2925 , 46,46.46551, 686.9358 , 872.0645 , 46,46.43644, 704.9485 , 873.3318 , 46,46.43523, 0.0317488 , -2.658081E-05 , -0.02796709,-0.02759589 , -0.0009073181 , -0.02515265
637407830639638675, 718.5325 , 874.1345 , 46,46.46955, 688.8267 , 873.2817 , 46,46.43088, 712.4403 , 873.9543 , 46,46.45129, 0.03174654 , -2.676392E-05 , -0.02795282,-0.02759981 , -0.000891388 , -0.0251592
637407830639742840, 718.7045 , 874.9431 , 46,46.46568, 688.0814 , 873.8246 , 46,46.4321, 712.7155 , 874.7273 , 46,46.44846, 0.0317488 , -2.658081E-05 , -0.02796709,-0.02760178 , -0.0008843995 , -0.02516226
637407830639871799, 719.1611 , 876.8169 , 46,46.45213, 688.1437 , 876.9089 , 46,46.41008, 709.9505 , 876.8485 , 46,46.42517, 0.03175252 , -2.397156E-05 , -0.02798689,-0.02760551 , -0.0008907776 , -0.02513376
637407830639975966, 719.0598 , 874.9951 , 46,46.46352, 687.4935 , 878.4506 , 46,46.40106, 705.7421 , 876.4518 , 46,46.41949, 0.03175217 , 2.490235E-05 , -0.02808669,-0.02760729 , -0.000891388 , -0.02510832
637407830640080117, 718.967 , 873.3163 , 46,46.4743, 687.7513 , 878.8994 , 46,46.39913, 699.9367 , 876.7197 , 46,46.41127, 0.03175182 , 7.011414E-05 , -0.02817696,-0.02760825 , -0.0008917237 , -0.02511272
637407830640189236, 719.0167 , 874.837 , 46,46.45971, 687.903 , 879.5428 , 46,46.39763, 695.9595 , 878.3228 , 46,46.4001, 0.03175084 , 6.954956E-05 , -0.02817732,-0.02760922 , -0.000891388 , -0.0251171
637407830640308276, 719.092 , 876.6317 , 46,46.44173, 687.9504 , 881.0993 , 46,46.38819, 692.9474 , 880.3857 , 46,46.38722, 0.03174933 , 6.954956E-05 , -0.02817732,-0.02760958 , -0.0008901673 , -0.0251592
637407830640417397, 723.762 , 880.3997 , 46,46.42529, 688.3921 , 881.5027 , 46,46.39009, 692.0942 , 881.3908 , 46,46.38537, 0.03171344 , -5.603028E-05 , -0.0277946,-0.02760996 , -0.0008838043 , -0.02516226
637407830640531478, 725.1668 , 882.6951 , 46,46.4093, 688.8066 , 882.0565 , 46,46.38936, 690.1861 , 882.0795 , 46,46.38668, 0.03170213 , -5.909729E-05 , -0.02778169,-0.02761067 , -0.0008715058 , -0.02517921
637407830640635637, 725.9219 , 881.6698 , 46,46.41551, 688.8326 , 882.1174 , 46,46.39233, 689.6709 , 882.1103 , 46,46.39066, 0.03169809 , -5.645752E-05 , -0.02778929,-0.02761102 , -0.0008656007 , -0.02519312
637407830640749718, 726.3037 , 881.8381 , 46,46.41213, 688.5846 , 882.4659 , 46,46.39624, 689.0912 , 882.4612 , 46,46.39508, 0.03169408 , -5.282593E-05 , -0.02779357,-0.02761408 , -0.0008501435 , -0.02524034
637407830640858842, 726.9628 , 880.3812 , 46,46.42018, 692.3353 , 882.8585 , 46,46.38791, 693.8975 , 882.7487 , 46,46.38564, 0.03168627 , -4.44336E-05 , -0.02780945,-0.02762619 , -0.0008188324 , -0.02534572
637407830640967960, 732.3192 , 883.0455 , 46,46.41236, 690.5714 , 882.9881 , 46,46.39386, 697.7393 , 882.9955 , 46,46.37934, 0.0316566 , -4.267884E-05 , -0.02781007,-0.02764385 , -0.0008188324 , -0.02534572
637407830641082035, 733.3415 , 881.8885 , 46,46.4189, 701.6817 , 884.8476 , 46,46.36305, 716.1461 , 883.4938 , 46,46.37058, 0.03164482 , -5.41687E-05 , -0.02777185,-0.02772644 , -0.0008359681 , -0.02526235
637407830641201078, 735.7078 , 880.3394 , 46,46.43297, 709.4456 , 886.2085 , 46,46.34809, 731.4748 , 881.2857 , 46,46.41223, 0.03162805 , 1.38855E-06 , -0.02795566,-0.02772719 , -0.000729126 , -0.02573732
637407830641305243, 736.7926 , 880.4123 , 46,46.43097, 706.3545 , 888.5563 , 46,46.33486, 729.506 , 882.3607 , 46,46.39495, 0.03162206 , 5.020142E-06 , -0.02796866,-0.02775453 , -0.0008502045 , -0.02540324
637407830641419318, 736.7849 , 880.7217 , 46,46.4228, 707.4821 , 887.5571 , 46,46.34067, 731.389 , 881.9828 , 46,46.39787, 0.03161606 , 3.570557E-06 , -0.02796916,-0.02775356 , -0.0007844697 , -0.02558519
637407830641523483, 736.3331 , 880.5262 , 46,46.41845, 711.0244 , 889.5664 , 46,46.32554, 729.871 , 882.8387 , 46,46.3848, 0.03160326 , 1.38855E-06 , -0.02795566,-0.02776633 , -0.0008395844 , -0.02544798
637407830641637560, 736.4213 , 881.1625 , 46,46.40941, 714.2079 , 889.919 , 46,46.32119, 730.2885 , 883.5821 , 46,46.37683, 0.03159755 , -7.247925E-06 , -0.02793686,-0.02777812 , -0.0008502045 , -0.02540324
637407830641756606, 736.4045 , 881.4176 , 46,46.40451, 714.5472 , 889.883 , 46,46.32189, 731.7811 , 883.2117 , 46,46.38041, 0.03159184 , -1.589966E-05 , -0.02791806,-0.02778127 , -0.0008801117 , -0.02531381
637407830641860757, 735.4646 , 871.8364 , 46,46.47709, 709.469 , 873.1292 , 46,46.45034, 732.5547 , 871.9805 , 46,46.46924, 0.03154193 , -0.000153717 , -0.02793572,-0.02779024 , -0.0008785706 , -0.02570558
637407830641974846, 725.3455 , 835.9001 , 13.65969,14.05212, 702.0201 , 853.8129 , 16.94423,17.30634, 712.487 , 845.7715 , 15.30183,15.67387, 0.03159073 , -9.083557E-05 , -0.02870082,-0.02759934 , -0.001241531 , -0.02531317
637407830642088915, 708.0259 , 808.9857 , 10.58656,11.03902, 688.665 , 833.0327 , 13.3201,13.73996, 690.2566 , 831.0566 , 13.04671,13.46832, 0.03166001 , -0.0002829742 , -0.02875513,-0.02740555 , -0.00172522 , -0.02463532
637407830642193086, 700.0916 , 794.8411 , 9.450294,9.937516, 682.8873 , 790.9878 , 9.1968,9.707767, 683.7115 , 791.1705 , 9.208527,9.718172, 0.03167766 , -0.0005899811 , -0.0284716,-0.02731848 , -0.001499237 , -0.02578542
637407830642302196, 702.283 , 764.4091 , 7.613523,8.164627, 682.9086 , 785.5806 , 8.822183,9.344679, 682.9086 , 785.5806 , 8.822183,9.344679, 0.03178543 , -0.0003723908 , -0.02943166,-0.0273593 , -0.001690216 , -0.02570369
637407830642416285, 705.9501 , 759.0963 , 7.347787,7.909272, 686.0914 , 779.4086 , 8.424602,8.957119, 686.0914 , 779.4086 , 8.424602,8.957119, 0.03186856 , -0.0001315918 , -0.03025316,-0.02737866 , -0.001717651 , -0.02569919
637407830642525403, 703.1049 , 761.7206 , 7.466212,8.023776, 688.1364 , 779.0001 , 8.390288,8.922187, 688.1364 , 779.0001 , 8.390288,8.922187, 0.03186626 , -0.0001777344 , -0.03009702,-0.02739354 , -0.001723129 , -0.02566704
637407830642634525, 703.1478 , 761.5905 , 7.455436,8.013539, 688.8652 , 776.5632 , 8.243199,8.779766, 688.8652 , 776.5632 , 8.243199,8.779766, 0.03186626 , -0.0002135315 , -0.02997086,-0.02741493 , -0.001731583 , -0.02558548
637407830642758524, 703.0614 , 761.6509 , 7.45485,8.01315, 687.4258 , 779.0757 , 8.384991,8.91815, 687.4258 , 779.0757 , 8.384991,8.91815, 0.03186319 , -0.0002445831 , -0.02986626,-0.02742835 , -0.001738495 , -0.02555843
637407830642857716, 702.5193 , 762.5176 , 7.495028,8.051916, 689.5474 , 778.3737 , 8.340567,8.873332, 689.5474 , 778.3651 , 8.340066,8.872849, 0.03185876 , -0.0002958222 , -0.02969444,-0.02743764 , -0.001760086 , -0.02547943
637407830642966845, 702.5305 , 763.3163 , 7.521715,8.077448, 689.0171 , 777.9392 , 8.302043,8.836747, 689.2334 , 777.7153 , 8.28898,8.823944, 0.03185742 , -0.0003160095 , -0.02962724,-0.02744434 , -0.00175499 , -0.02548847
637407830643080923, 702.3489 , 763.333 , 7.514234,8.070324, 688.5045 , 777.4879 , 8.266754,8.80311, 688.7548 , 777.2377 , 8.252256,8.788894, 0.03185803 , -0.0003207398 , -0.02961159,-0.02745104 , -0.001749909 , -0.02549751
637407830643190050, 702.219 , 763.2374 , 7.489634,8.046962, 688.81 , 778.2412 , 8.285521,8.821002, 689.3196 , 777.6722 , 8.25254,8.788722, 0.03185939 , -0.000335434 , -0.02956105,-0.02746225 , -0.001747757 , -0.02551828
637407830643304125, 702.2532 , 763.09 , 7.465464,8.02382, 688.5845 , 778.2145 , 8.263809,8.800179, 689.3099 , 777.4124 , 8.217596,8.754953, 0.03186012 , -0.0003454132 , -0.02952617,-0.02746538 , -0.001743134 , -0.02552933
637407830643408276, 702.2535 , 763.2028 , 7.454213,8.013136, 688.3585 , 777.9026 , 8.226526,8.764553, 689.5504 , 776.6436 , 8.154732,8.694263, 0.03186052 , -0.0003552551 , -0.029495,-0.02746851 , -0.001738495 , -0.02554038
637407830643522354, 702.2535 , 763.2632 , 7.439894,7.999484, 688.0995 , 778.2477 , 8.226026,8.764328, 690.4829 , 775.7294 , 8.083522,8.624878, 0.03186092 , -0.0003651123 , -0.02946382,-0.02747292 , -0.001737885 , -0.02554941
637407830643641405, 702.1935 , 763.4106 , 7.431923,7.991861, 686.3278 , 775.1428 , 8.03794,8.58493, 691.1351 , 771.5839 , 7.844848,8.394889, 0.03186098 , -0.0003673401 , -0.02945932,-0.02749715 , -0.001697647 , -0.02558864
637407830643745556, 701.2282 , 764.3627 , 7.454679,8.014061, 684.4805 , 771.3572 , 7.813697,8.371152, 690.6732 , 768.7734 , 7.67748,8.234675, 0.03186098 , -0.0003710175 , -0.02945696,-0.02751697 , -0.001658005 , -0.02561885
637407830643859634, 701.1874 , 765.1864 , 7.477829,8.036152, 684.9835 , 771.2466 , 7.790246,8.34812, 693.3831 , 768.0994 , 7.625119,8.182288, 0.03186781 , -0.0003864746 , -0.02941011,-0.0275174 , -0.001636932 , -0.02568704
637407830643968755, 700.8237 , 765.0637 , 7.459903,8.019178, 685.5178 , 768.4644 , 7.636628,8.200205, 694.6238 , 766.4387 , 7.530471,8.090725, 0.03186916 , -0.0003864746 , -0.02941011,-0.02751901 , -0.001613251 , -0.02568704
637407830644077874, 700.9967 , 765.0385 , 7.436792,7.996933, 685.8203 , 768.1706 , 7.599237,8.164052, 695.4196 , 766.1902 , 7.495788,8.056923, 0.03187113 , -0.0003864746 , -0.02941011,-0.02751996 , -0.001608597 , -0.02568704
637407830644196914, 705.09 , 766.854 , 7.495328,8.050559, 692.1221 , 776.4355 , 7.991484,8.534594, 698.4753 , 771.7385 , 7.741035,8.289423, 0.0319055 , -0.0002659607 , -0.02987035,-0.02747908 , -0.001597656 , -0.02598657
637407830644311000, 708.2133 , 749.5184 , 6.69769,7.291081, 692.6897 , 761.9492 , 7.227832,7.803, 694.6334 , 760.3931 , 7.157386,7.734454, 0.03178061 , -0.0004207459 , -0.02988736,-0.02744003 , -0.001847092 , -0.02578327
637407830644425078, 705.5051 , 717.7317 , 5.595433,6.260756, 698.8054 , 729.5076 , 5.951445,6.594414, 700.6918 , 726.1979 , 5.84742,6.496552, 0.03156381 , -0.0008646088 , -0.02916583,-0.02736501 , -0.001972107 , -0.02609461
637407830644524286, 716.9103 , 638.3744 , 4.22,5.105011, 703.5659 , 655.0196 , 4.22,5.028646, 703.8834 , 654.6238 , 4.22,5.030373, 0.0312935 , -0.001283249 , -0.02915488,-0.02726233 , -0.002555573 , -0.02576114
637407830644648280, 716.0982 , 607.7095 , 4.22,5.275649, 701.4255 , 606.1161 , 4.22,5.286928, 701.6085 , 606.1377 , 4.22,5.286759, 0.03119379 , -0.001480789 , -0.02922785,-0.02723723 , -0.002697952 , -0.02579002
637407830644747477, 720.6955 , 572.9743 , 4.22,5.496753, 701.7143 , 564.6599 , 4.22,5.551546, 701.9312 , 564.7508 , 4.22,5.550908, 0.03112105 , -0.001656555 , -0.02927768,-0.02726009 , -0.002874634 , -0.02584947
637407830644861563, 725.7982 , 525.0894 , 2.553864,3.635132, 703.0622 , 511.2264 , 2.451153,3.56114, 703.6219 , 511.5697 , 2.453621,3.562848, 0.0310744 , -0.001933212 , -0.0293764,-0.02725632 , -0.003194855 , -0.02599411
637407830644975643, 728.5511 , 511.9104 , 2.41634,3.531933, 702.049 , 516.1491 , 2.450837,3.560529, 702.822 , 516.0277 , 2.449837,3.559608, 0.03112045 , -0.001936081 , -0.0293851,-0.02727258 , -0.003283051 , -0.02603056
637407830645084765, 723.8434 , 522.3474 , 2.450747,3.556717, 705.5901 , 519.1415 , 2.429094,3.542932, 707.5273 , 519.4811 , 2.431373,3.544239, 0.03118591 , -0.001949387 , -0.02937483,-0.02734242 , -0.003244873 , -0.02600359
637407830645188930, 731.302 , 525.675 , 2.423425,3.535589, 706.8365 , 538.3495 , 2.523779,3.612402, 713.4963 , 534.9003 , 2.49587,3.590376, 0.0312291 , -0.001959198 , -0.02937088,-0.02741324 , -0.003269257 , -0.02600583
637407830645303002, 731.4477 , 535.2822 , 2.441591,3.54802, 704.5415 , 543.1051 , 2.505546,3.598243, 721.6961 , 538.1216 , 2.464524,3.565207, 0.03124608 , -0.001944626 , -0.02936354,-0.02743236 , -0.003247437 , -0.02599655
637407830645417083, 727.6818 , 541.2461 , 2.419411,3.530471, 703.5161 , 550.7043 , 2.495873,3.590123, 718.4928 , 544.8503 , 2.448142,3.552166, 0.03126172 , -0.001935608 , -0.02936202,-0.02744809 , -0.003229706 , -0.02599211
637407830645536120, 723.4424 , 556.7823 , 2.467341,3.564873, 711.842 , 560.5387 , 2.498772,3.589453, 718.4006 , 558.4124 , 2.480911,3.575315, 0.03128029 , -0.00186789 , -0.02933112,-0.02739472 , -0.003128082 , -0.0259227
637407830645635322, 720.439 , 568.7968 , 2.479603,3.5729, 707.114 , 556.341 , 2.383239,3.503325, 714.6883 , 563.4172 , 2.437317,3.542016, 0.03129259 , -0.001846359 , -0.02932069,-0.0274204 , -0.003070984 , -0.02588027
637407830645739482, 719.9159 , 573.5296 , 2.418907,3.526659, 702.0511 , 558.5686 , 2.3061,3.446883, 713.1793 , 567.8782 , 2.375411,3.495345, 0.03130649 , -0.001817963 , -0.02930412,-0.02750885 , -0.002983536 , -0.02590039
637407830645858527, 723.5062 , 591.3241 , 2.461526,3.556865, 698.7416 , 594.168 , 2.487991,3.580475, 713.9135 , 592.4248 , 2.471724,3.565241, 0.03133257 , -0.001784042 , -0.02928687,-0.02750557 , -0.00298674 , -0.02589639
637407830646027155, 723.6163 , 611.3347 , 2.496048,3.581527, 697.0447 , 612.0456 , 2.505093,3.592629, 712.1057 , 611.6434 , 2.499967,3.58546, 0.03136408 , -0.001681641 , -0.02925969,-0.02749491 , -0.002888748 , -0.02585129
637407830646131317, 717.6182 , 627.3489 , 2.522177,3.600322, 695.0513 , 627.9568 , 2.529917,3.61077, 707.1205 , 627.6281 , 2.525742,3.604501, 0.03137112 , -0.001585083 , -0.02922576,-0.0274807 , -0.00281781 , -0.02582062
637407830646240443, 720.2502 , 635.716 , 2.48672,3.572491, 695.9175 , 642.3795 , 2.548388,3.623519, 708.7347 , 638.8662 , 2.515627,3.59559, 0.03139488 , -0.001496491 , -0.02919275,-0.0274848 , -0.002724121 , -0.02578491
637407830646354521, 724.6807 , 667.8389 , 2.685519,3.722548, 697.111 , 677.3372 , 23.17827,29.91345, 712.384 , 672.0767 , 22.74616,29.54739, 0.03147443 , -0.001279785 , -0.02914182,-0.02742331 , -0.002509537 , -0.02572388
637407830646468605, 724.8062 , 670.8445 , 2.617928,3.670013, 694.666 , 682.5156 , 22.8195,29.64167, 710.5698 , 676.3622 , 2.6727,3.713533, 0.03147771 , -0.001145874 , -0.02911328,-0.02739752 , -0.002370605 , -0.02569341
637407830646582677, 727.1589 , 690.0549 , 22.68091,29.48736, 698.0328 , 691.2404 , 22.79776,29.61684, 711.7053 , 690.685 , 22.7429,29.54658, 0.03146329 , -0.00105809 , -0.02901909,-0.02738262 , -0.002216049 , -0.02569467
637407830646691796, 724.6295 , 707.9137 , 23.51579,30.14014, 699.5217 , 714.5557 , 24.10542,30.64425, 707.7972 , 712.3695 , 23.90906,30.46941, 0.03145999 , -0.0008151856 , -0.02882271,-0.02740729 , -0.00185463 , -0.02595323
637407830646795963, 723.3353 , 728.8527 , 4.22,5.496274, 704.8759 , 736.0198 , 4.22,5.449151, 712.2349 , 733.1673 , 4.22,5.467022, 0.03144557 , -0.0006535187 , -0.02892423,-0.02741864 , -0.001722824 , -0.02604588
637407830646919954, 729.4857 , 733.3284 , 4.22,5.496178, 699.0226 , 741.1953 , 4.22,5.445961, 719.0323 , 736.0281 , 4.22,5.476954, 0.03144798 , -0.0003841706 , -0.02928641,-0.02745792 , -0.001502701 , -0.02615448
637407830647019157, 729.9391 , 740.7059 , 4.22,5.458447, 703.3206 , 754.012 , 4.22,5.371446, 726.0087 , 742.6724 , 4.22,5.444488, 0.03137001 , -0.0003769379 , -0.02887219,-0.02749655 , -0.001416794 , -0.02619316
637407830647138202, 774.2723 , 736.3961 , 4.22,5.515606, 746.4993 , 742.0685 , 4.22,5.457563, 772.1232 , 736.8325 , 4.22,5.510622, 0.0308048 , -0.0003665619 , -0.02868752,-0.0280184 , -0.001181473 , -0.02641596
637407830647242362, 792.6125 , 742.655 , 4.22,5.48884, 781.0316 , 737.5478 , 4.22,5.511639, 791.9801 , 742.381 , 4.22,5.489974, 0.03046649 , -0.0003634796 , -0.02895979,-0.02823883 , -0.001301712 , -0.02611
637407830647351483, 819.3682 , 738.3768 , 4.22,5.5505, 791.9674 , 736.8838 , 4.22,5.520736, 817.3346 , 738.2646 , 0.3977147,0.7443797, 0.03032752 , -0.0004184571 , -0.02882837,-0.02836211 , -0.001417984 , -0.02587639
637407830647470520, 821.6287 , 745.2913 , 0.4507761,0.805029, 789.1368 , 740.4938 , 4.22,5.485076, 816.3486 , 744.506 , 0.4139186,0.7585992, 0.03031642 , -0.0005434875 , -0.02852921,-0.02841054 , -0.00145398 , -0.02579764
637407830647579633, 821.1932 , 750.6488 , 0.4272794,0.7715881, 791.4618 , 740.8954 , 4.22,5.484578, 810.634 , 747.1819 , 0.4194808,0.7626574, 0.03032062 , -0.0006476899 , -0.02834783,-0.02844313 , -0.001467178 , -0.02579996
637407830647683806, 824.8188 , 753.9957 , 0.4379302,0.7839076, 787.3185 , 740.031 , 4.22,5.486119, 802.6439 , 745.7375 , 0.4246051,0.7698147, 0.03031227 , -0.0006903076 , -0.02837532,-0.02848113 , -0.001517395 , -0.02580701
637407830647807800, 822.4254 , 750.2311 , 0.4348309,0.784137, 789.2809 , 749.0245 , 4.22,5.428607, 794.3503 , 749.2023 , 0.4354439,0.7790973, 0.03033284 , -0.0007121582 , -0.02837062,-0.02849126 , -0.001544937 , -0.02584848
637407830647907000, 815.2472 , 752.7718 , 0.4403135,0.7880751, 786.4921 , 751.538 , 4.22,5.410719, 788.874 , 751.6448 , 0.4780867,0.8291746, 0.03036052 , -0.000730423 , -0.02833637,-0.02849463 , -0.001549652 , -0.02586492
637407830648021072, 817.0037 , 756.5811 , 0.444488,0.7912709, 780.3907 , 752.8762 , 4.22,5.394673, 781.0032 , 752.9407 , 4.22,5.395074, 0.03042212 , -0.0008112335 , -0.02814409,-0.02848493 , -0.001572571 , -0.02588382
637407830648130202, 812.4641 , 757.2145 , 0.4462632,0.7929656, 780.1538 , 754.9082 , 4.22,5.383399, 781.5805 , 755.0092 , 4.22,5.384745, 0.03045603 , -0.0008700715 , -0.02800867,-0.02845085 , -0.001568787 , -0.02587799
637407830648244285, 811.4498 , 759.0729 , 0.4402755,0.7846506, 774.3865 , 753.4874 , 4.22,5.384834, 777.5286 , 753.9598 , 4.22,5.386119, 0.03049079 , -0.000853302 , -0.02809159,-0.02844248 , -0.00156546 , -0.02592095
637407830648353404, 806.9755 , 764.6499 , 0.451134,0.7926198, 770.7527 , 755.3143 , 4.22,5.369131, 777.7302 , 757.1129 , 0.4709406,0.8162912, 0.03057794 , -0.0009068909 , -0.02796884,-0.02839044 , -0.001473846 , -0.02615512
637407830648462522, 804.0435 , 762.2372 , 0.4411808,0.7826493, 764.6028 , 756.0005 , 4.22,5.357192, 776.1262 , 757.8147 , 0.4364014,0.7738991, 0.03061394 , -0.000919632 , -0.02793447,-0.02836813 , -0.001471268 , -0.02619454
637407830648576606, 802.7488 , 763.1257 , 0.4424089,0.7841059, 764.9167 , 753.0748 , 4.22,5.378134, 782.6954 , 757.7968 , 0.4339367,0.773329, 0.03065065 , -0.0009117585 , -0.02800458,-0.02832979 , -0.001514526 , -0.02612464
637407830648695643, 795.1324 , 764.571 , 0.4430591,0.7825588, 759.3751 , 754.1638 , 4.22,5.366514, 790.8895 , 763.3422 , 0.4378185,0.7761508, 0.03071872 , -0.0008908234 , -0.02814516,-0.02829382 , -0.001462128 , -0.02633337
637407830648794843, 789.9218 , 763.4376 , 0.4402735,0.7797108, 751.8373 , 754.749 , 4.22,5.354707, 787.7649 , 762.9494 , 0.4360374,0.7744341, 0.03074761 , -0.0008596802 , -0.0282832,-0.0282889 , -0.0013461 , -0.02671419
637407830648903961, 784.3898 , 768.6302 , 0.4611061,0.7997624, 752.8038 , 753.6289 , 4.22,5.365591, 781.8425 , 767.4203 , 0.4446149,0.7803131, 0.03078438 , -0.0008370972 , -0.02839476,-0.02825482 , -0.00140004 , -0.02654787
637407830649027952, 784.5159 , 766.8276 , 0.4513049,0.7906308, 745.7245 , 749.9222 , 4.22,5.383001, 777.3581 , 763.7167 , 0.4335881,0.7701087, 0.03085588 , -0.0008367767 , -0.02840154,-0.0282113 , -0.001290268 , -0.02684106
637407830649137071, 782.5816 , 763.1824 , 0.4486839,0.7908509, 737.7304 , 749.6214 , 4.22,5.378032, 779.0995 , 762.1273 , 0.4295462,0.767662, 0.03087941 , -0.0008396607 , -0.02836936,-0.02820017 , -0.001240219 , -0.02694112
637407830649256111, 783.6678 , 774.8935 , 0.4483786,0.7813558, 738.3414 , 751.069 , 4.22,5.371721, 772.6876 , 769.1187 , 0.4372268,0.7700177, 0.03095345 , -0.001139771 , -0.0275125,-0.02816702 , -0.001292557 , -0.02678584
637407830649355311, 780.8976 , 771.5917 , 0.4476023,0.7832218, 738.3839 , 755.644 , 4.22,5.345232, 740.2315 , 756.3364 , 4.22,5.343202, 0.03100838 , -0.001110336 , -0.027553,-0.02809419 , -0.001513413 , -0.02615866
637407830649469394, 782.6117 , 771.5984 , 0.4366938,0.771077, 738.2409 , 763.1786 , 4.22,5.299397, 740.3895 , 763.5821 , 4.22,5.299669, 0.03103064 , -0.001089188 , -0.02760053,-0.02804415 , -0.001658905 , -0.02574167
637407830649583472, 782.4913 , 774.2487 , 0.4408551,0.7743891, 734.0208 , 763.7828 , 4.22,5.291607, 739.334 , 764.9286 , 4.22,5.291353, 0.03104816 , -0.001066208 , -0.02766667,-0.02804326 , -0.001620453 , -0.02585066
637407830649687639, 780.1537 , 776.7172 , 0.449791,0.7828752, 735.9117 , 762.6265 , 4.22,5.30251, 760.8341 , 770.5615 , 0.4319074,0.7615741, 0.03105783 , -0.00104953 , -0.02771877,-0.02800401 , -0.001684128 , -0.02562279
637407830649806677, 776.4592 , 772.4499 , 4.22,5.310946, 730.4274 , 758.4985 , 4.22,5.321964, 775.6416 , 772.2023 , 0.4296701,0.7617966, 0.03107169 , -0.001040527 , -0.02774248,-0.02803063 , -0.001422485 , -0.02634273
637407830649905871, 776.9774 , 773.4019 , 0.4717655,0.8123739, 727.1647 , 760.2724 , 4.22,5.309523, 776.7683 , 773.3422 , 0.4304007,0.7627305, 0.03107698 , -0.001037308 , -0.02775147,-0.02801999 , -0.001457397 , -0.02623654
637407830650024911, 777.4972 , 774.024 , 0.459415,0.7978147, 730.7856 , 764.8691 , 4.22,5.288039, 777.4626 , 774.0153 , 0.4304251,0.7630263, 0.03108228 , -0.001034103 , -0.02776044,-0.02797511 , -0.001665543 , -0.02564369
637407830650138992, 774.2979 , 772.5477 , 4.22,5.315567, 727.9564 , 768.9244 , 4.22,5.262691, 774.272 , 772.5476 , 0.4280151,0.760991, 0.03109113 , -0.001028778 , -0.02778151,-0.02795625 , -0.001728241 , -0.02552821
637407830650258037, 773.7043 , 771.1794 , 4.22,5.325869, 726.1207 , 763.674 , 4.22,5.294101, 773.6517 , 771.1714 , 0.4270673,0.7615144, 0.03109584 , -0.0009796296 , -0.02788968,-0.02797333 , -0.001617371 , -0.02575746
637407830650352275, 773.0925 , 769.8116 , 4.22,5.335796, 726.1035 , 763.9949 , 4.22,5.294305, 773.006 , 769.7943 , 0.4240885,0.7594286, 0.03110056 , -0.0009304963 , -0.02799785,-0.02796697 , -0.001590515 , -0.02580656
637407830650466358, 773.2409 , 769.845 , 4.22,5.337896, 722.9302 , 764.4625 , 4.22,5.288801, 772.8835 , 769.8041 , 0.4265961,0.762865, 0.03111005 , -0.0009140167 , -0.02804538,-0.02796903 , -0.001592682 , -0.02574333
637407830650580436, 772.3151 , 770.371 , 4.22,5.335431, 724.6631 , 762.8156 , 4.22,5.302366, 768.5347 , 769.7653 , 0.4271484,0.762855, 0.03111328 , -0.0009118805 , -0.02804633,-0.02796964 , -0.001599823 , -0.02572682
637407830650689552, 771.0259 , 770.6467 , 4.22,5.33482, 723.7759 , 766.8029 , 4.22,5.280117, 740.0015 , 768.1252 , 4.22,5.294599, 0.03111913 , -0.0009068909 , -0.02804825,-0.02796979 , -0.001619263 , -0.02565068
637407830650798682, 770.6528 , 770.423 , 4.22,5.337345, 722.1207 , 766.8453 , 4.22,5.278949, 744.7989 , 768.5143 , 4.22,5.301247, 0.03112174 , -0.0009040528 , -0.02804924,-0.02796887 , -0.00161293 , -0.02565434
637407830650907792, 770.6023 , 770.1021 , 4.22,5.341666, 724.0355 , 770.7849 , 4.22,5.259704, 759.6656 , 770.2627 , 0.4290439,0.7637779, 0.03112869 , -0.0009010163 , -0.0280497,-0.02792485 , -0.001763016 , -0.02524217
